# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 18  of event 'cpu_core/mem-loads-aux/'
# Total weight : 18
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                      Shared Object      Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ..........................  .................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
    94.44%            17  0             N/A                                      [k] native_write_msr        [kernel.kallsyms]  [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   
     5.56%             1  0             N/A                                      [k] ct_kernel_enter.isra.0  [kernel.kallsyms]  [k] 0000000000000000    [unknown]         N/A           N/A                     N/A      N/A        0                    0                   


# Samples: 86  of event 'cpu_core/mem-loads,ldlat=30/'
# Total weight : 6927
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                                    Shared Object            Data Symbol                             Data Object         Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ........................................  .......................  ......................................  ..................  ............  ......................  ......  ..........  ...................  ....................
#
     0.16%             1  5             L1 hit                                   [k] dequeue_entity                         [kernel.kallsyms]        [k] 0xffff8c3bc401a450  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] dequeue_entity                         [kernel.kallsyms]        [k] 0xffff8c3d4f3f4e10  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] dequeue_entity                         [kernel.kallsyms]        [k] 0xffff8c3f0f335ecc  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] dequeue_entity                         [kernel.kallsyms]        [k] 0xffffd3a84d42f5d0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] dequeue_entity                         [kernel.kallsyms]        [k] 0xffffd3a84d42f860  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] dl_server_start                        [kernel.kallsyms]        [k] 0xffffd3a8401abd80  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_idle                                [kernel.kallsyms]        [k] 0xffffd3a8401abee8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f6d8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f7c0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f7d8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f828  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f848  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f880  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f888  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f8e0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f8f8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f928  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f930  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f97a  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42f992  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42fa18  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42fa30  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42fa58  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42fad8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42fbb0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42fc60  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_sys_poll                            [kernel.kallsyms]        [k] 0xffffd3a84d42fd00  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] do_syscall_64                          [kernel.kallsyms]        [k] 0xffffd3a84d42ff28  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] enqueue_dl_entity                      [kernel.kallsyms]        [k] 0xffffd3a8401abd40  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] enqueue_entity                         [kernel.kallsyms]        [k] 0xffff8c3bc790d400  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] enqueue_entity                         [kernel.kallsyms]        [k] 0xffff8c3f0f335ecc  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] enqueue_entity                         [kernel.kallsyms]        [k] 0xffffd3a8401abd80  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] enqueue_entity                         [kernel.kallsyms]        [k] 0xffffd3a8401abd90  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] enqueue_hrtimer                        [kernel.kallsyms]        [k] 0xffffd3a8401abc98  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] enqueue_task_fair                      [kernel.kallsyms]        [k] 0xffff8c3bd4ee8a14  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] enqueue_task_fair                      [kernel.kallsyms]        [k] 0xffff8c3bfbe2fa53  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] entry_SYSCALL_64_after_hwframe         [kernel.kallsyms]        [k] 0xffffd3a84d42ffb8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] entry_SYSCALL_64_after_hwframe         [kernel.kallsyms]        [k] 0xffffd3a84d42ffc8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] entry_SYSCALL_64_safe_stack            [kernel.kallsyms]        [k] 0xffffd3a84d42ffe0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] entry_SYSCALL_64_safe_stack            [kernel.kallsyms]        [k] 0xffffd3a84d42fff8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffff8c3c3908eb40  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f6a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f6b0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f6d8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f6f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f750  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f770  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f7b0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f7f0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f820  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f8e0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f978  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42f990  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42fa50  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42fa58  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fdget                                  [kernel.kallsyms]        [k] 0xffffd3a84d42fa68  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] finish_task_switch.isra.0              [kernel.kallsyms]        [k] 0xffffd3a8401abe20  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] finish_task_switch.isra.0              [kernel.kallsyms]        [k] 0xffffd3a8401abe30  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] finish_task_switch.isra.0              [kernel.kallsyms]        [k] 0xffffd3a8401abe58  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fput                                   [kernel.kallsyms]        [k] 0xffff8c3c3908eb40  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fput                                   [kernel.kallsyms]        [k] 0xffff8c3c99d13300  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] fput                                   [kernel.kallsyms]        [k] 0xffff8c3d520b7300  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] free_unref_page                        [kernel.kallsyms]        [k] 0xffffd3a84d42f810  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] free_unref_page_commit                 [kernel.kallsyms]        [k] 0xffff8c3f0f3312f8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] free_unref_page_commit                 [kernel.kallsyms]        [k] 0xffff8c3f0f33c5d9  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] g_array_set_size                       libglib-2.0.so.0.8400.4  [.] 0x000055eb46687cf8  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] g_array_set_size                       libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05db8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] g_main_context_dispatch                libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05db8  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] g_main_context_query                   libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05da0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] g_mutex_lock                           libglib-2.0.so.0.8400.4  [.] 0x000055eb46687d80  [heap]             None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] g_mutex_unlock                         libglib-2.0.so.0.8400.4  [.] 0x000055eb46687d80  [heap]             None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] g_ptr_array_remove_range               libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05da0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] g_ptr_array_remove_range               libglib-2.0.so.0.8400.4  [.] 0x00007ffef8c05db0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] g_source_ref                           libglib-2.0.so.0.8400.4  [.] 0x000055eb466878f8  [heap]             None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] get_nohz_timer_target                  [kernel.kallsyms]        [k] 0xffffd3a8401abc70  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] get_nohz_timer_target                  [kernel.kallsyms]        [k] 0xffffd3a84d42f670  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] get_nohz_timer_target                  [kernel.kallsyms]        [k] 0xffffd3a84d42f774  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] get_page_from_freelist                 [kernel.kallsyms]        [k] 0xffff8c3f0f335048  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] get_page_from_freelist                 [kernel.kallsyms]        [k] 0xffffd3a84d42f79f  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] get_page_from_freelist                 [kernel.kallsyms]        [k] 0xffffd3a84d42f8b8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] get_page_from_freelist                 [kernel.kallsyms]        [k] 0xffffd3a84d42f910  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] get_vtime_delta                        [kernel.kallsyms]        [k] 0xffff8c3d4f3f57d8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] housekeeping_any_cpu                   [kernel.kallsyms]        [k] 0xffffd3a84d42f5d8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] hrtimer_get_next_event                 [kernel.kallsyms]        [k] 0xffffd3a8401abdc8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] hrtimer_interrupt                      [kernel.kallsyms]        [k] 0xffffd3a84007efc0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] hrtimer_next_event_without             [kernel.kallsyms]        [k] 0xffffd3a8401abe48  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] hrtimer_next_event_without             [kernel.kallsyms]        [k] 0xffffd3a8401abe60  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] hrtimer_start_range_ns                 [kernel.kallsyms]        [k] 0xffffd3a8401abcf0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] hrtimer_start_range_ns                 [kernel.kallsyms]        [k] 0xffffd3a84d42f638  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] hrtimer_start_range_ns                 [kernel.kallsyms]        [k] 0xffffd3a84d42f670  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] hrtimer_try_to_cancel                  [kernel.kallsyms]        [k] 0xffffd3a84d42f530  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] ioapic_set_irq                         [kernel.kallsyms]        [k] 0xffffd3a84d42fa30  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] irqentry_exit                          [kernel.kallsyms]        [k] 0xffffd3a8401abdd8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] ktime_get_ts64                         [kernel.kallsyms]        [k] 0xffffd3a84d42f9e8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] kvm_cpu_has_extint                     [kernel.kallsyms]        [k] 0xffffd3a84b233ae0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] kvm_ioapic_set_irq                     [kernel.kallsyms]        [k] 0xffffd3a84d42fa68  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] kvm_ioapic_set_irq                     [kernel.kallsyms]        [k] 0xffffd3a84d42fac8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] kvm_ioapic_set_irq                     [kernel.kallsyms]        [k] 0xffffd3a84d42fad8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] kvm_ioapic_set_irq                     [kernel.kallsyms]        [k] 0xffffd3a84d42fbb8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] kvm_irq_map_gsi                        [kernel.kallsyms]        [k] 0xffffd3a84d42fbb0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] kvm_report_irq_delivered               qemu-system-x86_64       [.] 0x00007ffef8c05ce0  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] kvm_set_irq                            [kernel.kallsyms]        [k] 0xffffd3a84d42f860  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] kvm_vm_ioctl                           [kernel.kallsyms]        [k] 0xffffd3a84d42fcd0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] kvm_vm_ioctl                           [kernel.kallsyms]        [k] 0xffffd3a84d42fdf0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] kvm_vm_ioctl                           qemu-system-x86_64       [.] 0x00007ffef8c05c08  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] ldsem_down_read                        [kernel.kallsyms]        [k] 0xffffd3a84d42f7a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] ldsem_down_read                        [kernel.kallsyms]        [k] 0xffffd3a84d42f9f8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] menu_select                            [kernel.kallsyms]        [k] 0xffff8c3f0f3345a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] menu_select                            [kernel.kallsyms]        [k] 0xffffd3a8401abea8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] menu_select                            [kernel.kallsyms]        [k] 0xffffd3a8401abeb8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] menu_select                            [kernel.kallsyms]        [k] 0xffffd3a8401abec0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] n_tty_poll                             [kernel.kallsyms]        [k] 0xffffd3a84d42f6a0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] nohz_run_idle_balance                  [kernel.kallsyms]        [k] 0xffff8c3f0f335f24  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] object_dynamic_cast_assert             qemu-system-x86_64       [.] 0x00007ffef8c05c70  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] object_dynamic_cast_assert             qemu-system-x86_64       [.] 0x00007ffef8c05c78  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [.] object_dynamic_cast_assert             qemu-system-x86_64       [.] 0x00007ffef8c05c88  [stack]            None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] perf_adjust_freq_unthr_context         [kernel.kallsyms]        [k] 0xffffd3a84007ee68  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] perf_event_task_tick                   [kernel.kallsyms]        [k] 0xffffd3a84007eea8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] pick_eevdf                             [kernel.kallsyms]        [k] 0xffffd3a8401abdd8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] pick_eevdf                             [kernel.kallsyms]        [k] 0xffffd3a8401abde8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] pick_next_task_fair                    [kernel.kallsyms]        [k] 0xffffd3a8401abe28  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] pick_next_task_fair                    [kernel.kallsyms]        [k] 0xffffd3a8401abe40  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] pick_next_task_fair                    [kernel.kallsyms]        [k] 0xffffd3a84b233a10  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] pick_next_task_fair                    [kernel.kallsyms]        [k] 0xffffd3a84d42f560  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] place_entity                           [kernel.kallsyms]        [k] 0xffff8c3d4f3f4e40  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] place_entity                           [kernel.kallsyms]        [k] 0xffffd3a8401abd38  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] policy_nodemask                        [kernel.kallsyms]        [k] 0xffffd3a84d42f838  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] poll_freewait                          [kernel.kallsyms]        [k] 0xffffd3a84d42f720  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] poll_select_finish                     [kernel.kallsyms]        [k] 0xffffd3a84d42fb90  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a8401abde0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a8401abde8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a8401abdf0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a84b2339a8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a84d42f65c  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a84d42f6c8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.16%             1  5             L1 hit                                   [k] psi_group_change                       [kernel.kallsyms]        [k] 0xffffd3a84d42f8f8  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
