# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 813  of event 'cpu_core/mem-loads-aux/'
# Total weight : 817
# Sort order   : local_weight,mem,sym,dso,symbol_daddr,dso_daddr,snoop,tlb,locked,blocked,local_ins_lat,local_p_stage_cyc
#
# Overhead       Samples  Local Weight  Memory access                            Symbol                          Shared Object            Data Symbol             Data Object       Snoop         TLB access              Locked  Blocked     Local INSTR Latency  Local Retire Latency
# ........  ............  ............  .......................................  ..............................  .......................  ......................  ................  ............  ......................  ......  ..........  ...................  ....................
#
     0.04%             1  5             L1 hit                                   [.] probe_access_full_mmu                  qemu-system-aarch64      [.] 0x00007fcef20b1a00  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] probe_access_full_mmu                  qemu-system-aarch64      [.] 0x00007fcef20b1a10  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] probe_access_full_mmu                  qemu-system-aarch64      [.] 0x00007fcef20b1a48  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qemu_event_set                         qemu-system-aarch64      [.] 0x00005651d8f32bb0  [heap]             None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qemu_map_ram_ptr                       qemu-system-aarch64      [.] 0x00007fcef20b1e50  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qemu_mutex_unlock_impl                 qemu-system-aarch64      [.] 0x00007fcef20b2478  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qemu_ram_addr_from_host_nofail         qemu-system-aarch64      [.] 0x00007fcef20b1e98  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qemu_ram_addr_from_host_nofail         qemu-system-aarch64      [.] 0x00007fcef20b1ea0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qemu_ram_block_from_host               qemu-system-aarch64      [.] 0x00007fcef20b1e80  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qemu_ram_block_from_host               qemu-system-aarch64      [.] 0x00007fcef20b1e90  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qemu_ram_block_from_host               qemu-system-aarch64      [.] 0x00007fcef20b1ea0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcef20b1e60  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcef20b1e70  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcef20b1eb0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] qht_lookup_custom                      qemu-system-aarch64      [.] 0x00007fcef20b2418  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] sched_clock_cpu                        [kernel.kallsyms]        [k] 0xffffd3a84049ce88  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] syscall_exit_to_user_mode              [kernel.kallsyms]        [k] 0xffff8c3c99d28000  [kernel.kallsyms]  None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tcg_flush_jmp_cache                    qemu-system-aarch64      [.] 0x00005651d9332170  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] tick_nohz_get_sleep_length             [kernel.kallsyms]        [k] 0xffffd3a8401b3e88  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] tick_nohz_next_event                   [kernel.kallsyms]        [k] 0xffff8c3f0f3a6488  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] tick_nohz_next_event                   [kernel.kallsyms]        [k] 0xffff8c3f0f3a6490  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] tick_nohz_next_event                   [kernel.kallsyms]        [k] 0xffff8c3f0f3a6498  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] tick_nohz_next_event                   [kernel.kallsyms]        [k] 0xffffd3a8401b3e48  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] tick_nohz_next_event                   [kernel.kallsyms]        [k] 0xffffd3a8401b3e50  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] tick_nohz_next_event                   [kernel.kallsyms]        [k] 0xffffd3a8401b3e60  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] timer_recalc_next_expiry               [kernel.kallsyms]        [k] 0xffffd3a84049cda0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311c60  [heap]             None          L1 or L2 hit            Yes      N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00005651d9311d90  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd4ee01d0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd4ef0985  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd4f02d78  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd4f05505  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcdd5388ed3  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b18a0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b18c0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1cd8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1cf8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1d18  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1d20  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1d28  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1d38  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1d48  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1d60  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1d88  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_set_page_full                      qemu-system-aarch64      [.] 0x00007fcef20b1da0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_vaddr_to_host                      qemu-system-aarch64      [.] 0x00007fcef20b1ef0  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_vaddr_to_host                      qemu-system-aarch64      [.] 0x00007fcef20b1ef8  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] tlb_vaddr_to_host                      qemu-system-aarch64      [.] 0x00007fcef20b1f28  anon               None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] tmigr_requires_handle_remote           [kernel.kallsyms]        [k] 0xffffd3a84049cec0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] tty_poll                               [kernel.kallsyms]        [k] 0xffffd3a84da379e0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] update_curr                            [kernel.kallsyms]        [k] 0xffffd3a84da37618  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [k] update_process_times                   [kernel.kallsyms]        [k] 0xffffd3a84049cee0  [kernel.kallsyms]  None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece3a41cb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece3dc02b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece3dc1cb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece3f8ccc                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece3fa113                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece3fc6d4                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece404512                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece45a142                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece4828cb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece50c40b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece50ca1c                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece590a8b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece6965ad                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcece8188dd                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcececcaccb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecf7408cb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecf7c940b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecf7c964b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecf84d65a                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecf9f534b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfa04acb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfa0698b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfa0b0a2                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfa1bba2                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfab71cb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfab7cad                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfb07338                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfb1d0cb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfb32b4b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfb54ccb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfb657e4                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfbc020b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfbc024f                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfbc4f94                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfbc58ef                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfbc88e2                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfd4efcb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfd4f84b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfd4fc4b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcecfd50b0b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced06daca1                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced1653c0b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced210554d                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced21061c9                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced21071e1                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced210808b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced2134752                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced2178c4b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced2196822                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced21d494b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced21d5e8b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced21d630b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced21e418b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced21fd1f7                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced220508b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced220768b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced2214d8b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced2256b2e                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced22db80b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced2300d4b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced23b454b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced26fcccb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced273b48b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced3dba271                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced3dbab4b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced48ef6f6                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced499900b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced523a98b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced523db91                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced5a6e18b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced5ad158d                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced5ad6ceb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced5af298b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced5b24588                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced691f7b0                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced715850b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced7383185                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced744e827                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced748ce4b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced7aefdcb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fced7fa42d2                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fceda09e69e                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2a55b8b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2a6bb9a                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2a6d9dd                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2b2084b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2b955ae                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2b987f7                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2ba2894                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2ba534b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2d0c648                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2d83bcb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2d9598b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2e7ca0b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2ed394c                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee2fd93bd                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee31468cb                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
     0.04%             1  5             L1 hit                                   [.] 0x00007fcee3146b8b                     [JIT] tid 7297           [.] 0x00005651d931451c  [heap]             None          L1 or L2 hit            No       N/A        0                    0                   
